ID,Permalink,Text,Date,Retweets,Favorites
1001925370956808193,https://twitter.com/Tasnimnews_Fa/status/1001925370956808193,دیدار #شاعران با #رهبرانقلاب به روایت تصویر/در شب ولادت کریم اهل بیت حضرت #امام_حسن مجتبی (علیه‌السلام)، جمعی از اهالی فرهنگ، شعر و ادب فارسی با رهبر انقلاب اسلامی دیدار کردند http://tn.ai/1739147  http://tn.ai/1739172 pic.twitter.com/1f3uBwWp7C,2018-05-30,1,42
1001924710626574336,https://twitter.com/Tasnimnews_Fa/status/1001924710626574336,#نتانیاهو: علیه «حضور نظامی» #ایران در هر جای #سوریه اقدام می‌کنیم http://tn.ai/1739162 pic.twitter.com/N53l5PxMGi,2018-05-30,2,18
1001875611764248576,https://twitter.com/Tasnimnews_Fa/status/1001875611764248576,#رویترز: شرکت صنایع رلیانس هند که مالک بزرگترین مجموعه پالایشگاهی جهان است، قصد دارد واردات #نفت از #ایران را متوقف کند http://tn.ai/1739122 pic.twitter.com/8uY3VoB6jy,2018-05-30,2,20
1001816781458112512,https://twitter.com/Tasnimnews_Fa/status/1001816781458112512,هم اكنون/ #طوفان در #تهرانpic.twitter.com/vopbRpIOPU,2018-05-30,2,23
1001806429592981504,https://twitter.com/Tasnimnews_Fa/status/1001806429592981504,پیشنهادهای ولایتی مشاور رهبر انقلاب برای مقابله بانقض عهد #آمریکا در #برجام: مصدق هم به آمریکاخوش بین بودوجوابش راگرفت/تصورات او ازکارگزاران آمریکاشبیه تصوردوستان درباره جان کری است!/حتی ترکمانچای هم نسخه فارسی داشت ولی برجام نداشت؛انسان احساس حقارت می کند http://tn.ai/1738988 pic.twitter.com/EhQTcJec1z,2018-05-30,2,32
1001797474779107330,https://twitter.com/Tasnimnews_Fa/status/1001797474779107330,سیل #پراید را برد!pic.twitter.com/nmSnIfa5Y3,2018-05-30,3,17
1001795996651851776,https://twitter.com/Tasnimnews_Fa/status/1001795996651851776,۱۰۰۰ سری #جهیزیه اهدایی مقام معظم #رهبری در #سیستان_و_بلوچستان توزیع شد http://tn.ai/1738669 pic.twitter.com/Mm1p86VjMw,2018-05-30,5,34
1001790510611206144,https://twitter.com/Tasnimnews_Fa/status/1001790510611206144,#سیل در #زنجانpic.twitter.com/MiHXaMmQOt,2018-05-30,3,15
1001778509419876353,https://twitter.com/Tasnimnews_Fa/status/1001778509419876353,مرتضی نبوی با #روزنامه_رسالت خداحافظی کرد/ "" محسن پیرهادی"" جایگزین شد http://tn.ai/1738850 pic.twitter.com/hp2Sci7vS6,2018-05-30,3,13
1001778099082608640,https://twitter.com/Tasnimnews_Fa/status/1001778099082608640,#زنگنه: از فروش #نفت خام چیزی نمی‌گوییم تا مبادا #ترامپ متوجه شود!/با هر دو کشور هند و چین برای انتقال و فروش نفت صحبت شده است و صحبت‌هایمان را باید ادامه دهیم/از لحاظ انتقال وجه مشکلاتی داریم. برطرف کردن این مشکل کاری است که باید از طریق #مذاکره با #اروپایی‌ها برطرف کنیمpic.twitter.com/cjm2jZ5NrL,2018-05-30,1,7
1001777458667053056,https://twitter.com/Tasnimnews_Fa/status/1001777458667053056,تصاویر/سر ریز کردن #سد آزادی در #کرمانشاه http://tn.ai/1738458 pic.twitter.com/ZDoY3SC5gn,2018-05-30,2,6
1001777270405681153,https://twitter.com/Tasnimnews_Fa/status/1001777270405681153,#جلیلی: چرا خبر #مذاکرات_موشکی مکرون و روحانی تکذیب نمی شود؟/ #برجام نبود تحریم‌ها فرو می‌پاشید اما حالا باید با #کار_جهادی تحریم را بی‌اثر کنیم http://tn.ai/1738746 pic.twitter.com/uWQ5yK4PXK,2018-05-30,7,54
